title,price,city,location,images,modelyear,millage,fueltype,transmission,registeredin,color,assembly,enginecapacity,bodytype,lastupdated,adref,carfeatures,sellercomments
KIA Sportage AWD 2019,PKR 64 lacs,lahore," Cantt, Lahore Punjab","['https://cache2.pakwheels.com/ad_pictures/1029/kia-sportage-awd-2019-102984072.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/kia-sportage-awd-2019-102984066.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/kia-sportage-awd-2019-102984079.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/kia-sportage-awd-2019-102984063.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/kia-sportage-awd-2019-102984074.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/kia-sportage-awd-2019-102984071.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/kia-sportage-awd-2019-102984064.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/kia-sportage-awd-2019-102984062.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/kia-sportage-awd-2019-102984076.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/kia-sportage-awd-2019-102984077.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/kia-sportage-awd-2019-102984061.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/kia-sportage-awd-2019-102984060.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/kia-sportage-awd-2019-102984075.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/kia-sportage-awd-2019-102984078.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/kia-sportage-awd-2019-102984068.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2019
","35,000 km",Petrol,Automatic,Islamabad,Black,Local,2000 cc,SUV,"Jun 10, 2024",https://www.pakwheels.com/used-cars/kia-sportage-2019-for-sale-in-lahore-8823483,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  First hand driven AWDTotal genuine 100%  GUARANTEEDEven bumpers are never been painted Immaculate condition Condition is close to new:Price is final 

"
Honda Civic 2016,PKR 31.8 lacs,lahore," State Life Housing Society, Lahore Punjab","['https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-2016-102983780.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-2016-102983782.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-2016-102983783.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-2016-102983784.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-2016-102983776.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-2016-102983778.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-2016-102983785.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2016
","105,000 km",Petrol,Manual,Lahore,White,Local,1800 cc,N/A,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-lahore-8823477,"[' ABS', ' Air Bags', ' Air Conditioning', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Steering', ' Power Windows']","
  honda civic 2016 modelexcellent condition new tyres original paint or total scratch less body2nd owner
    
"
Suzuki Wagon R Stingray Hybrid X 2022,PKR 40 lacs,lahore," Izmir Town, Lahore Punjab","['https://cache4.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-stingray-hybrid-x-2022-102418249.webp', 'https://cache3.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-stingray-hybrid-x-2022-102418247.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-stingray-hybrid-x-2022-102418246.webp', 'https://cache2.pakwheels.com/ad_pictures/1024/suzuki-wagon-r-stingray-hybrid-x-2022-102418248.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2022
","5,500 km",Hybrid,Automatic,Lahore,White,Imported,660 cc,Hatchback,"Jun 10, 2024",https://www.pakwheels.com/used-cars/suzuki-wagon-r-2022-for-sale-in-lahore-8779707,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Wagon r hybridPearl white colourTotal geniun paintHead up display metrHeated seatsAdoptv crusLan asistNew tyrePunjab rgstrd
    
"
Suzuki Cultus VXRi 2011,PKR 13.3 lacs,lahore," Askari XI, Lahore Punjab","['https://cache4.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-2-2011-102983639.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-2-2011-102983624.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-2-2011-102983631.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-2-2011-102983632.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-2-2011-102983628.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-2-2011-102983629.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-2-2011-102983633.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-2-2011-102983612.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-2-2011-102983615.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-2-2011-102983620.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-2-2011-102983619.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-2-2011-102983626.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-2-2011-102983625.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-2-2011-102983627.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-2-2011-102983630.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2011
","45,000 km",Petrol,Manual,Punjab,White,Local,1000 cc,Hatchback,"Jun 10, 2024",https://www.pakwheels.com/used-cars/suzuki-cultus-2011-for-sale-in-lahore-8823451,"[' AM/FM Radio', ' Air Conditioning', ' CD Player', ' Power Steering']","
  100% original . All original documents are complete  . Driven on petrol throughout . Token tax paid for life. Minor touchups . Non accidental. As good as a brand new car. Will be sold to nearest offer. Token tax is up to date. Looking to sell the car urgently.
    
"
Hyundai Tucson FWD A/T GLS Sport 2024,PKR 84.5 lacs,lahore," DHA Phase 6, Lahore Punjab","['https://cache4.pakwheels.com/ad_pictures/1029/hyundai-tucson-fwd-a-t-gls-sport-2024-102983705.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/hyundai-tucson-fwd-a-t-gls-sport-2024-102983700.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/hyundai-tucson-fwd-a-t-gls-sport-2024-102983701.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/hyundai-tucson-fwd-a-t-gls-sport-2024-102983697.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/hyundai-tucson-fwd-a-t-gls-sport-2024-102983704.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/hyundai-tucson-fwd-a-t-gls-sport-2024-102983706.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/hyundai-tucson-fwd-a-t-gls-sport-2024-102983703.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/hyundai-tucson-fwd-a-t-gls-sport-2024-102983699.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/hyundai-tucson-fwd-a-t-gls-sport-2024-102983698.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/hyundai-tucson-fwd-a-t-gls-sport-2024-102983702.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2024
                        ","14,300 km",Petrol,Automatic,Punjab,Black Diamond Metallic,Local,2000 cc,SUV,"Jun 10, 2024",https://www.pakwheels.com/used-cars/hyundai-tucson-2024-for-sale-in-lahore-8823457,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CoolBox', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  Total Genuine Car, 1st ower, ceramic coated. Dealers stay away please. Looking to sell urgently as money required 
    
"
Suzuki Wagon R FX 2013,PKR 23 lacs,lahore," Johar Town, Lahore Punjab","['https://cache1.pakwheels.com/ad_pictures/1019/suzuki-wagon-r-fx-2-2013-101917510.webp', 'https://cache2.pakwheels.com/ad_pictures/1019/suzuki-wagon-r-fx-2-2013-101917514.webp', 'https://cache1.pakwheels.com/ad_pictures/1019/suzuki-wagon-r-fx-2-2013-101917511.webp', 'https://cache1.pakwheels.com/ad_pictures/1019/suzuki-wagon-r-fx-2-2013-101917512.webp', 'https://cache4.pakwheels.com/ad_pictures/1019/suzuki-wagon-r-fx-2-2013-101917518.webp', 'https://cache2.pakwheels.com/ad_pictures/1019/suzuki-wagon-r-fx-2-2013-101917517.webp', 'https://cache2.pakwheels.com/ad_pictures/1019/suzuki-wagon-r-fx-2-2013-101917509.webp', 'https://cache3.pakwheels.com/ad_pictures/1019/suzuki-wagon-r-fx-2-2013-101917516.webp', 'https://cache2.pakwheels.com/ad_pictures/1019/suzuki-wagon-r-fx-2-2013-101917515.webp', 'https://cache2.pakwheels.com/ad_pictures/1019/suzuki-wagon-r-fx-2-2013-101917513.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2013
","180,000 km",Petrol,Automatic,Punjab,Brown,Imported,660 cc,Hatchback,"Jun 10, 2024",https://www.pakwheels.com/used-cars/suzuki-wagon-r-2013-for-sale-in-lahore-8741790,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Suzuki wagon r Japanese2013 model2017 import and registeredSecond owner registeredHome used carOwning since 20182-3 pieces showered seals are geniuneAirbags intactFront right fender showerBack left door showeredTrunk showered from downsideSeals are intactSuspension is 100 percent perfectAc is working perfectlyTyres condition is very goodJust buy and drive the car A little bit negotiateableFeel free to contact anytime Original return file is available. Never been into any accident. Need to sell the car urgently. Petrol driven, CNG never installed. Paint touchups in a few places. 
    
"
Honda City Aspire Prosmatec 1.3 i-VTEC 2015,PKR 36 lacs,lahore," Jail Road, Lahore Punjab","['https://cache4.pakwheels.com/ad_pictures/1029/honda-city-aspire-1-3-i-vtec-prosmatec-2015-102983497.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-city-aspire-1-3-i-vtec-prosmatec-2015-102983500.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-city-aspire-1-3-i-vtec-prosmatec-2015-102983501.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-city-aspire-1-3-i-vtec-prosmatec-2015-102983496.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-city-aspire-1-3-i-vtec-prosmatec-2015-102983499.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-city-aspire-1-3-i-vtec-prosmatec-2015-102983498.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-city-aspire-1-3-i-vtec-prosmatec-2015-102983502.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-city-aspire-1-3-i-vtec-prosmatec-2015-102983503.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-city-aspire-1-3-i-vtec-prosmatec-2015-102983504.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-city-aspire-1-3-i-vtec-prosmatec-2015-102983509.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-city-aspire-1-3-i-vtec-prosmatec-2015-102983505.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-city-aspire-1-3-i-vtec-prosmatec-2015-102983506.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-city-aspire-1-3-i-vtec-prosmatec-2015-102983508.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-city-aspire-1-3-i-vtec-prosmatec-2015-102983507.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-city-aspire-1-3-i-vtec-prosmatec-2015-102983510.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-city-aspire-1-3-i-vtec-prosmatec-2015-102983511.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-city-aspire-1-3-i-vtec-prosmatec-2015-102983513.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-city-aspire-1-3-i-vtec-prosmatec-2015-102983512.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-city-aspire-1-3-i-vtec-prosmatec-2015-102983582.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2015
","188,400 km",Petrol,Automatic,Lahore,White,Local,1300 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-lahore-8823453,"[' ABS', ' AM/FM Radio', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' DVD Player', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  First Owner. Fully Maintained.  New Tires. Leather Rite seat covers. All original documents are complete . All token taxes are paid to date.
    
"
Daihatsu Taft 2021,PKR 39.5 lacs,lahore," DHA Defence, Lahore Punjab","['https://cache4.pakwheels.com/ad_pictures/1029/daihatsu-taft-2021-102983519.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/daihatsu-taft-2021-102983514.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/daihatsu-taft-2021-102983517.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/daihatsu-taft-2021-102983515.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/daihatsu-taft-2021-102983520.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/daihatsu-taft-2021-102983518.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/daihatsu-taft-2021-102983516.webp']","2021
","12,000 km",Petrol,Automatic,Punjab,White,Imported,660 cc,N/A,"Jun 10, 2024",https://www.pakwheels.com/used-cars/daihatsu-taft-2021-for-sale-in-lahore-8823445,"[' ABS', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  After Market Alloy rims. All token taxes are paid for life . Fresh Import. Minor touchups . Will be sold to nearest offer. All taxes paid. Urgently need to sellthe  car.
    
"
Audi Q3 Sport 1.4 TFSI 2016,PKR 90 lacs,lahore," DHA Phase 6, Lahore Punjab","['https://cache3.pakwheels.com/ad_pictures/9901/audi-q3-1-4-tfsi-sport-2016-99012258.webp', 'https://cache4.pakwheels.com/ad_pictures/9901/audi-q3-1-4-tfsi-sport-2016-99012260.webp', 'https://cache2.pakwheels.com/ad_pictures/9901/audi-q3-1-4-tfsi-sport-2016-99012257.webp', 'https://cache4.pakwheels.com/ad_pictures/9901/audi-q3-1-4-tfsi-sport-2016-99012243.webp', 'https://cache1.pakwheels.com/ad_pictures/9901/audi-q3-1-4-tfsi-sport-2016-99012113.webp', 'https://cache4.pakwheels.com/ad_pictures/9901/audi-q3-1-4-tfsi-sport-2016-99012259.webp', 'https://cache3.pakwheels.com/ad_pictures/9901/audi-q3-1-4-tfsi-sport-2016-99012114.webp', 'https://cache1.pakwheels.com/ad_pictures/9901/audi-q3-1-4-tfsi-sport-2016-99012112.webp', 'https://cache2.pakwheels.com/ad_pictures/9901/audi-q3-1-4-tfsi-sport-2016-99012252.webp', 'https://cache4.pakwheels.com/ad_pictures/9901/audi-q3-1-4-tfsi-sport-2016-99012254.webp', 'https://cache4.pakwheels.com/ad_pictures/9901/audi-q3-1-4-tfsi-sport-2016-99012246.webp', 'https://cache4.pakwheels.com/ad_pictures/9901/audi-q3-1-4-tfsi-sport-2016-99012253.webp', 'https://cache2.pakwheels.com/ad_pictures/9901/audi-q3-1-4-tfsi-sport-2016-99012255.webp', 'https://cache2.pakwheels.com/ad_pictures/9901/audi-q3-1-4-tfsi-sport-2016-99012245.webp', 'https://cache1.pakwheels.com/ad_pictures/9901/audi-q3-1-4-tfsi-sport-2016-99012111.webp', 'https://cache4.pakwheels.com/ad_pictures/9901/audi-q3-1-4-tfsi-sport-2016-99012250.webp', 'https://cache4.pakwheels.com/ad_pictures/9901/audi-q3-1-4-tfsi-sport-2016-99012251.webp', 'https://cache3.pakwheels.com/ad_pictures/9901/audi-q3-1-4-tfsi-sport-2016-99012256.webp', 'https://cache4.pakwheels.com/ad_pictures/9901/audi-q3-1-4-tfsi-sport-2016-99012110.webp', 'https://cache1.pakwheels.com/ad_pictures/9901/audi-q3-1-4-tfsi-sport-2016-99012244.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2016
","83,000 km",Petrol,Automatic,Lahore,Monsoon Gray Metallic,Imported,1400 cc,Crossover,"Jun 10, 2024",https://www.pakwheels.com/used-cars/audi-q3-2016-for-sale-in-lahore-8539691,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' CoolBox', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Audi Q3 2016. First owner. Total Audi maintained. Total genuine condition. As good as a brand new car. Fully maintained through authorized dealership. All service history log maintained.Family used Neat & cleaned. serious buyers can contact. Regards. 
    
"
Honda Civic VTi 1.6 2001,PKR 14 lacs,lahore," Bismillah Housing Scheme, Lahore Punjab","['https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-6-2001-102983329.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-6-2001-102983332.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-6-2001-102983331.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-6-2001-102983326.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-6-2001-102983325.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-6-2001-102983327.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-6-2001-102983328.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-6-2001-102983333.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-6-2001-102983335.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-6-2001-102983341.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-6-2001-102983336.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2001
","317,510 km",Petrol,Manual,Lahore,Silver,Local,1600 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-civic-2001-for-sale-in-lahore-8823428,"[' AM/FM Radio', ' Air Conditioning', ' Alloy Rims', ' Cassette Player', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Alloy Rims. roof and pillar geniun hai baki shower haiurgent sale
    
"
Proton Saga 1.3L Ace A/T 2023,PKR 37.5 lacs,lahore," Johar Town, Lahore Punjab","['https://cache3.pakwheels.com/ad_pictures/1029/proton-saga-2-1-3l-ace-a-t-2023-102982966.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/proton-saga-2-1-3l-ace-a-t-2023-102982965.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/proton-saga-2-1-3l-ace-a-t-2023-102982968.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/proton-saga-2-1-3l-ace-a-t-2023-102982967.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/proton-saga-2-1-3l-ace-a-t-2023-102982969.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2023
",5 km,Petrol,Automatic,Un-Registered,Snow White,Local,1299 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/proton-saga-2023-for-sale-in-lahore-8823404,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Brand new unregistered Saga Ace Dec23 Model.
    
"
Toyota Corolla XLi 2007,PKR 17 lacs,lahore," Bismillah Housing Scheme, Lahore Punjab","['https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-2-2007-102983078.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-2-2007-102983077.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-2-2007-102983079.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-2-2007-102983080.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-2-2007-102983081.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-2-2007-102983082.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-2-2007-102983083.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-2-2007-102983084.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2007
","185,000 km",Petrol,Manual,Lahore,Black Mica,Local,1300 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-corolla-2007-for-sale-in-lahore-8823410,"[' ABS', ' AM/FM Radio', ' Air Conditioning', ' CD Player', ' Cassette Player', ' Power Locks', ' Power Steering']","
  Well Maintained car digi roof and pillar in Genuine paint  Alloy Rims. Brand new tires installed. Never been into any accident. Original return file is available. All token taxes are paid to date.Ac is new working 100% , suspension and Engine in Very Good Condition 
    
"
